,binary bipolar predictions,ground truths (tx),linear predictions
899,1,1.0,0.013884861
900,-1,1.0,-0.07643181
901,-1,-1.0,-0.43527636
902,-1,-1.0,-0.75688004
903,-1,-1.0,-0.9030456
904,-1,-1.0,-1.0290431
905,-1,-1.0,-1.1049957
906,-1,-1.0,-1.0092602
907,-1,-1.0,-0.8040401
908,-1,1.0,-0.5980908
909,-1,-1.0,-0.114622936
910,1,1.0,0.34768674
911,1,1.0,0.64012873
912,1,1.0,0.66274387
913,1,1.0,0.41060326
914,1,-1.0,0.16551052
915,1,-1.0,0.26206502
916,1,1.0,0.4486264
917,1,1.0,0.53720266
918,1,1.0,0.2554899
919,-1,-1.0,-0.18469769
920,-1,-1.0,-0.48768663
921,-1,-1.0,-0.45396397
922,-1,1.0,-0.38210425
923,-1,-1.0,-0.2197729
924,-1,1.0,-0.40303925
925,-1,-1.0,-0.4408507
926,-1,-1.0,-0.0615022
927,1,1.0,0.12992358
928,1,1.0,0.21555111
929,1,-1.0,0.41325814
930,1,1.0,0.49269012
931,1,1.0,0.21467799
932,1,-1.0,0.007201869
933,1,-1.0,0.1388876
934,1,1.0,0.35290363
935,1,1.0,0.513624
936,1,1.0,0.47769848
937,1,-1.0,0.5655396
938,1,1.0,0.566858
939,1,1.0,0.23961625
940,-1,-1.0,-0.30312246
941,-1,-1.0,-0.6837529
942,-1,-1.0,-0.88428324
943,-1,-1.0,-0.8859964
944,-1,-1.0,-0.6117327
945,-1,1.0,-0.19426687
946,1,1.0,0.0917303
947,1,-1.0,0.14438139
948,-1,1.0,-0.035661288
949,-1,-1.0,-0.22506088
950,-1,-1.0,-0.034231212
951,1,1.0,0.3008505
952,1,1.0,0.4722937
953,1,1.0,0.26732683
954,1,-1.0,0.095202625
955,-1,-1.0,-0.02469014
956,1,1.0,0.009803798
957,1,-1.0,0.16576515
958,1,1.0,0.48068973
959,1,1.0,0.7563029
960,1,1.0,0.9046942
961,1,1.0,0.9942732
962,1,1.0,0.9257834
963,1,1.0,0.7472923
964,1,-1.0,0.6888975
965,1,1.0,0.6079128
966,1,1.0,0.26527378
967,-1,-1.0,-0.32158452
968,-1,-1.0,-0.6874516
969,-1,-1.0,-0.7178179
970,-1,-1.0,-0.4955452
971,-1,1.0,-0.14472254
972,1,1.0,0.075898364
973,1,-1.0,0.302651
974,1,1.0,0.5909216
975,1,1.0,0.6468693
976,1,1.0,0.56565374
977,1,-1.0,0.5969012
978,1,1.0,0.7417447
979,1,1.0,0.7141085
980,1,1.0,0.5558191
981,1,-1.0,0.42663226
982,1,1.0,0.094625026
983,-1,-1.0,-0.16792303
984,-1,-1.0,-0.20814021
985,-1,1.0,-0.16597119
986,1,-1.0,0.16192222
987,1,1.0,0.44316605
988,1,1.0,0.68875897
989,1,1.0,0.8987262
990,1,1.0,0.9851104
991,1,1.0,1.0415368
992,1,1.0,1.0655308
993,1,1.0,0.9461191
994,1,1.0,0.5542525
995,1,-1.0,0.014923405
996,-1,-1.0,-0.34720212
997,-1,-1.0,-0.17171587
998,1,1.0,0.037236717
999,-1,1.0,-0.12579429
1000,-1,-1.0,-0.23314098
1001,1,-1.0,0.014107596
1002,1,1.0,0.2100293
1003,1,1.0,0.04848587
1004,-1,-1.0,-0.4469466
1005,-1,-1.0,-0.55967325
1006,-1,-1.0,-0.31855094
1007,-1,1.0,-0.01278751
1008,1,1.0,0.087473616
1009,1,-1.0,0.14210853
1010,1,1.0,0.18539003
1011,1,-1.0,0.15577891
1012,-1,1.0,-0.1652896
1013,-1,-1.0,-0.28192654
1014,-1,-1.0,-0.2560354
1015,-1,1.0,-0.25252017
1016,1,-1.0,0.10978672
1017,1,1.0,0.25837144
1018,1,1.0,0.07422207
1019,-1,-1.0,-0.063493386
1020,1,-1.0,0.12228674
1021,1,1.0,0.22868533
1022,1,1.0,0.2803129
1023,1,-1.0,0.37905443
1024,1,1.0,0.6530043
1025,1,1.0,0.6491543
1026,1,1.0,0.3633267
1027,1,-1.0,0.12015611
1028,-1,-1.0,-0.0061649643
1029,-1,1.0,-0.3465894
1030,-1,-1.0,-0.4750447
1031,-1,-1.0,-0.40366274
1032,-1,1.0,-0.52526677
1033,-1,-1.0,-0.534843
1034,-1,-1.0,-0.36138925
1035,-1,1.0,-0.26585084
1036,-1,-1.0,-0.11072226
1037,-1,1.0,-0.3022713
1038,-1,-1.0,-0.39357218
1039,-1,-1.0,-0.3914997
1040,-1,1.0,-0.47832057
1041,-1,-1.0,-0.51842093
1042,-1,-1.0,-0.4752865
1043,-1,1.0,-0.49858516
1044,-1,-1.0,-0.52632326
1045,-1,-1.0,-0.40824893
1046,-1,1.0,-0.2533457
1047,-1,-1.0,-0.1075851
1048,-1,1.0,-0.29603595
1049,-1,-1.0,-0.4166799
1050,-1,-1.0,-0.32143602
1051,-1,1.0,-0.21602687
1052,-1,-1.0,-0.07755169
1053,-1,1.0,-0.0055215247
1054,1,-1.0,0.23403606
1055,1,1.0,0.3786219
1056,1,1.0,0.3277305
1057,1,-1.0,0.23888522
1058,1,1.0,0.0033702888
1059,-1,-1.0,-0.48312172
1060,-1,-1.0,-0.7627932
1061,-1,-1.0,-0.78789544
1062,-1,-1.0,-0.53741896
1063,1,1.0,0.085036635
1064,1,1.0,0.49947575
1065,1,1.0,0.7919756
1066,1,1.0,0.94792515
1067,1,1.0,1.0343499
1068,1,1.0,0.9575863
1069,1,1.0,0.58033144
1070,-1,-1.0,-0.008083295
1071,-1,-1.0,-0.58686143
1072,-1,-1.0,-0.69672877
1073,-1,-1.0,-0.45829213
1074,-1,1.0,-0.12763278
1075,-1,1.0,-0.22300346
1076,-1,-1.0,-0.47639284
1077,-1,-1.0,-0.52513194
1078,-1,-1.0,-0.30686146
1079,1,1.0,0.17085256
1080,1,1.0,0.49117872
1081,1,1.0,0.78530014
1082,1,1.0,0.9267714
1083,1,1.0,1.0130302
1084,1,1.0,0.93666893
1085,1,1.0,0.7238984
1086,1,-1.0,0.7199692
1087,1,1.0,0.66401744
1088,1,1.0,0.3110193
1089,1,-1.0,0.010418635
1090,-1,-1.0,-0.037245125
1091,-1,1.0,-0.06352166
1092,-1,-1.0,-0.027778763
1093,-1,1.0,-0.2393108
1094,-1,-1.0,-0.380281
1095,-1,-1.0,-0.079301216
1096,1,1.0,0.121796355
1097,-1,1.0,-0.04625678
1098,-1,-1.0,-0.18178141
1099,1,-1.0,0.066114515
1100,1,1.0,0.41715965
1101,1,1.0,0.6420974
1102,1,1.0,0.72640383
1103,1,1.0,0.6454584
1104,1,-1.0,0.51597595
1105,1,1.0,0.16079983
1106,-1,-1.0,-0.4603677
1107,-1,-1.0,-0.73071975
1108,-1,-1.0,-0.927318
1109,-1,-1.0,-0.90832484
1110,-1,-1.0,-0.64354956
1111,-1,1.0,-0.046103984
1112,1,1.0,0.446089
1113,1,1.0,0.7589321
1114,1,1.0,0.7999724
1115,1,1.0,0.54838336
1116,1,-1.0,0.22296277
1117,1,-1.0,0.052248802
1118,-1,1.0,-0.27164695
1119,-1,-1.0,-0.4378667
1120,-1,-1.0,-0.20413376
1121,1,1.0,0.27202287
1122,1,1.0,0.46398154
1123,1,1.0,0.43094116
1124,1,-1.0,0.55768216
1125,1,1.0,0.5725447
1126,1,1.0,0.43425825
1127,1,-1.0,0.32654718
1128,1,1.0,0.022860918
1129,-1,-1.0,-0.48996294
1130,-1,-1.0,-0.6191884
1131,-1,-1.0,-0.3634894
1132,-1,1.0,-0.003472466
1133,1,1.0,0.12751985
1134,1,-1.0,0.15205517
1135,1,1.0,0.17642646
1136,1,-1.0,0.3175048
1137,1,1.0,0.5548725
1138,1,1.0,0.7668576
1139,1,1.0,0.78439665
1140,1,1.0,0.6800827
1141,1,-1.0,0.6561402
1142,1,1.0,0.6177154
1143,1,1.0,0.29852715
1144,-1,-1.0,-0.27065805
1145,-1,-1.0,-0.49018785
1146,-1,-1.0,-0.20881352
1147,-1,1.0,-0.0282824
1148,-1,1.0,-0.10881846
1149,-1,-1.0,-0.17986098
1150,1,-1.0,0.018513557
1151,1,1.0,0.1849424
1152,-1,1.0,-0.024681192
1153,-1,-1.0,-0.13207844
1154,-1,-1.0,-0.13318793
1155,-1,1.0,-0.15675354
1156,1,-1.0,0.11333403
1157,1,1.0,0.2713946
1158,1,1.0,0.15498805
1159,-1,-1.0,-0.060099065
1160,1,-1.0,0.06970085
1161,1,1.0,0.36199442
1162,1,1.0,0.496155
1163,1,1.0,0.46658784
1164,1,-1.0,0.515448
1165,1,1.0,0.5665929
1166,1,1.0,0.23054156
1167,1,-1.0,0.0039332025
1168,1,-1.0,0.16121477
1169,1,1.0,0.4117578
1170,1,1.0,0.48435488
1171,1,1.0,0.46649167
1172,1,-1.0,0.385682
1173,1,1.0,0.06880206
1174,-1,-1.0,-0.24648964
1175,-1,-1.0,-0.041474216
1176,1,1.0,0.15359919
1177,-1,1.0,-0.039634142
1178,-1,-1.0,-0.4181784
1179,-1,-1.0,-0.5560656
1180,-1,-1.0,-0.48817506
1181,-1,1.0,-0.5800179
1182,-1,-1.0,-0.58730817
1183,-1,-1.0,-0.48512855
1184,-1,1.0,-0.55174375
1185,-1,-1.0,-0.6983814
1186,-1,-1.0,-0.70659435
1187,-1,-1.0,-0.49745232
1188,-1,1.0,-0.10467611
1189,1,1.0,0.11718413
1190,1,-1.0,0.15135731
1191,-1,1.0,-0.042576533
1192,-1,-1.0,-0.23626468
1193,-1,-1.0,-0.2556991
1194,-1,1.0,-0.44699505
1195,-1,-1.0,-0.68804896
1196,-1,-1.0,-0.8594826
1197,-1,-1.0,-0.99402106
1198,-1,-1.0,-1.0726616
1199,-1,-1.0,-1.1080363
1200,-1,-1.0,-1.1519794
1201,-1,-1.0,-1.0288352
1202,-1,-1.0,-0.85350966
1203,-1,1.0,-0.7551094
1204,-1,-1.0,-0.8186766
1205,-1,-1.0,-0.8944212
1206,-1,-1.0,-0.8709744
1207,-1,-1.0,-0.63322073
1208,-1,1.0,-0.15627226
1209,-1,1.0,-0.1936701
1210,-1,-1.0,-0.4952823
1211,-1,-1.0,-0.723904
1212,-1,-1.0,-0.89256454
1213,-1,-1.0,-0.8779584
1214,-1,-1.0,-0.77396286
1215,-1,1.0,-0.7099904
1216,-1,-1.0,-0.62488914
1217,-1,-1.0,-0.51554936
1218,-1,1.0,-0.5180444
1219,-1,-1.0,-0.6901818
1220,-1,-1.0,-0.8560991
1221,-1,-1.0,-0.999709
1222,-1,-1.0,-1.0559442
1223,-1,-1.0,-1.107233
1224,-1,-1.0,-1.1376387
1225,-1,-1.0,-1.0349917
1226,-1,-1.0,-0.69242704
1227,-1,1.0,-0.28782612
1228,-1,1.0,-0.26895887
1229,-1,-1.0,-0.47595158
1230,-1,-1.0,-0.5531562
1231,-1,-1.0,-0.49530932
1232,-1,1.0,-0.3294532
1233,-1,-1.0,-0.19210416
1234,-1,1.0,-0.32802823
1235,-1,-1.0,-0.36417118
1236,-1,-1.0,-0.30618936
1237,-1,1.0,-0.41349998
1238,-1,-1.0,-0.65909266
1239,-1,-1.0,-0.70505786
1240,-1,-1.0,-0.5772761
1241,-1,1.0,-0.35370833
1242,1,-1.0,0.0124785565
1243,1,1.0,0.35466668
1244,1,1.0,0.56009924
1245,1,1.0,0.5316148
1246,1,-1.0,0.6225904
1247,1,1.0,0.61171055
1248,1,1.0,0.27878535
1249,-1,-1.0,-0.20743921
1250,-1,-1.0,-0.48426622
1251,-1,-1.0,-0.4491363
1252,-1,1.0,-0.5054755
1253,-1,-1.0,-0.7304009
1254,-1,-1.0,-0.84768856
1255,-1,-1.0,-0.9811473
1256,-1,-1.0,-0.91906464
1257,-1,-1.0,-0.64122295
1258,-1,1.0,-0.020699386
1259,1,1.0,0.2617839
1260,1,1.0,0.22477612
1261,1,-1.0,0.05560646
1262,-1,-1.0,-0.0053325556
1263,-1,1.0,-0.26393792
1264,-1,-1.0,-0.64773554
1265,-1,-1.0,-0.83950865
1266,-1,-1.0,-0.8350488
1267,-1,-1.0,-0.69533443
1268,-1,1.0,-0.64942104
1269,-1,-1.0,-0.5937704
1270,-1,-1.0,-0.49860308
1271,-1,1.0,-0.5352913
1272,-1,-1.0,-0.5274211
1273,-1,-1.0,-0.3751115
1274,-1,1.0,-0.2668576
1275,1,-1.0,0.10815169
1276,1,1.0,0.40827355
1277,1,1.0,0.5463494
1278,1,1.0,0.34555754
1279,1,-1.0,0.12478916
1280,-1,-1.0,-0.01564635
1281,-1,1.0,-0.27741182
1282,-1,-1.0,-0.39249286
1283,-1,-1.0,-0.38740727
1284,-1,1.0,-0.51310515
1285,-1,-1.0,-0.68355155
1286,-1,-1.0,-0.6820413
1287,-1,-1.0,-0.6067975
1288,-1,1.0,-0.45133153
1289,-1,-1.0,-0.02162676
1290,1,1.0,0.38047764
1291,1,1.0,0.5407395
1292,1,1.0,0.4928803
1293,1,-1.0,0.39670622
1294,1,1.0,0.093536496
1295,-1,-1.0,-0.13548575
1296,-1,-1.0,-0.014322888
1297,1,1.0,0.17067453
1298,-1,1.0,-0.016593475
1299,-1,-1.0,-0.47300056
1300,-1,-1.0,-0.76205176
1301,-1,-1.0,-0.8845391
1302,-1,-1.0,-1.0384407
1303,-1,-1.0,-1.0825667
1304,-1,-1.0,-1.0071899
1305,-1,-1.0,-0.70873797
1306,-1,1.0,-0.0949523
1307,1,1.0,0.40361026
1308,1,1.0,0.635941
1309,1,1.0,0.62080616
1310,1,-1.0,0.65706146
1311,1,1.0,0.57807124
1312,1,1.0,0.5077081
1313,1,-1.0,0.57582456
1314,1,1.0,0.5437412
1315,1,1.0,0.50732195
1316,1,-1.0,0.56644523
1317,1,1.0,0.67047
1318,1,1.0,0.6584908
1319,1,1.0,0.37943253
1320,-1,-1.0,-0.12697199
1321,-1,-1.0,-0.39520407
1322,-1,-1.0,-0.20045984
1323,1,1.0,0.17776133
1324,1,1.0,0.40552902
1325,1,1.0,0.23798126
1326,1,-1.0,0.02143858
1327,-1,-1.0,-0.023196321
1328,-1,1.0,-0.33825466
1329,-1,-1.0,-0.6612568
1330,-1,-1.0,-0.8674348
1331,-1,-1.0,-0.83262634
1332,-1,-1.0,-0.5611657
1333,1,1.0,0.014772374
1334,1,1.0,0.4844546
1335,1,1.0,0.6819156
1336,1,1.0,0.388668
1337,-1,-1.0,-0.04743801
1338,-1,-1.0,-0.3538796
1339,-1,-1.0,-0.14402683
1340,1,1.0,0.030818876
1341,-1,1.0,-0.09754342
1342,-1,-1.0,-0.53251624
1343,-1,-1.0,-0.74265623
1344,-1,-1.0,-0.7760507
1345,-1,-1.0,-0.52617514
1346,1,1.0,0.10294242
1347,1,1.0,0.3043017
1348,1,1.0,0.37789136
1349,1,-1.0,0.42142358
1350,1,1.0,0.3261337
1351,1,-1.0,0.40384576
1352,1,1.0,0.5623605
1353,1,1.0,0.6699881
1354,1,1.0,0.37211338
1355,1,-1.0,0.13283272
1356,1,-1.0,0.22953561
1357,1,1.0,0.42826286
1358,1,1.0,0.5656284
1359,1,1.0,0.5063191
1360,1,-1.0,0.39628425
1361,1,1.0,0.2850471
1362,1,-1.0,0.216744
1363,-1,1.0,-0.06656028
1364,-1,-1.0,-0.5405285
1365,-1,-1.0,-0.7721491
1366,-1,-1.0,-0.8096863
1367,-1,-1.0,-0.58632517
1368,1,1.0,0.004436735
1369,1,1.0,0.45755917
1370,1,1.0,0.7997193
1371,1,1.0,0.9389948
1372,1,1.0,1.0055757
1373,1,1.0,0.94893163
1374,1,1.0,0.51204425
1375,1,-1.0,0.01603796
1376,-1,-1.0,-0.39071366
1377,-1,-1.0,-0.3749812
1378,-1,1.0,-0.51645356
1379,-1,-1.0,-0.75727534
1380,-1,-1.0,-0.74009305
1381,-1,-1.0,-0.624563
1382,-1,1.0,-0.6238093
1383,-1,-1.0,-0.76911944
1384,-1,-1.0,-0.7559093
1385,-1,-1.0,-0.5838371
1386,-1,1.0,-0.45510957
1387,-1,-1.0,-0.04894973
1388,1,1.0,0.34631592
1389,1,1.0,0.5392744
1390,1,1.0,0.5294608
1391,1,-1.0,0.5820273
1392,1,1.0,0.72855675
1393,1,1.0,0.722332
1394,1,1.0,0.39398777
1395,1,-1.0,0.13812143
1396,1,-1.0,0.03157041
1397,-1,1.0,-0.0072307475
1398,1,-1.0,0.0007385574
1399,-1,1.0,-0.24293756
1400,-1,-1.0,-0.588059
1401,-1,-1.0,-0.64727885
1402,-1,-1.0,-0.41487482
1403,-1,1.0,-0.015322518
1404,1,1.0,0.16632773
1405,1,-1.0,0.32352147
1406,1,1.0,0.42896554
1407,1,1.0,0.21951425
1408,-1,-1.0,-0.30091777
1409,-1,-1.0,-0.6890825
1410,-1,-1.0,-0.7628318
1411,-1,-1.0,-0.48333243
1412,-1,1.0,-0.17520832
1413,-1,1.0,-0.17974223
1414,-1,-1.0,-0.5330712
1415,-1,-1.0,-0.7422706
1416,-1,-1.0,-0.79210365
1417,-1,-1.0,-0.5247885
1418,-1,1.0,-0.13475008
1419,1,1.0,0.057818245
1420,1,-1.0,0.31150767
1421,1,1.0,0.60051167
1422,1,1.0,0.6651906
1423,1,1.0,0.40411335
1424,1,-1.0,0.1214488
1425,1,-1.0,0.13614999
1426,1,1.0,0.28322157
1427,1,1.0,0.25761673
1428,1,-1.0,0.23738384
1429,-1,1.0,-0.03147802
1430,-1,-1.0,-0.52173746
1431,-1,-1.0,-0.5961802
1432,-1,-1.0,-0.3878967
1433,-1,1.0,-0.029324267
1434,1,1.0,0.12650415
1435,1,-1.0,0.36523923
1436,1,1.0,0.55815643
1437,1,1.0,0.68034554
1438,1,1.0,0.5424869
1439,1,-1.0,0.42997867
1440,1,1.0,0.12095615
1441,-1,-1.0,-0.44243187
1442,-1,-1.0,-0.54200923
1443,-1,-1.0,-0.33849046
1444,-1,1.0,-0.057097573
1445,-1,1.0,-0.14000912
1446,-1,-1.0,-0.50870836
1447,-1,-1.0,-0.7619919
1448,-1,-1.0,-0.88714427
1449,-1,-1.0,-0.9209925
1450,-1,-1.0,-0.61043394
1451,-1,1.0,-0.2256924
1452,-1,1.0,-0.19016598
1453,-1,-1.0,-0.26857632
1454,-1,-1.0,-0.20552976
1455,-1,1.0,-0.44573206
1456,-1,-1.0,-0.6472924
1457,-1,-1.0,-0.85300076
1458,-1,-1.0,-0.96623015
1459,-1,-1.0,-0.92742705
1460,-1,-1.0,-0.77508384
1461,-1,1.0,-0.7230976
1462,-1,-1.0,-0.62026936
1463,-1,-1.0,-0.26573917
1464,1,1.0,0.039405417
1465,1,1.0,0.19701049
1466,1,-1.0,0.34441867
1467,1,1.0,0.46340886
1468,1,1.0,0.20419505
1469,-1,-1.0,-0.31042328
1470,-1,-1.0,-0.68064535
1471,-1,-1.0,-0.8788466
1472,-1,-1.0,-1.0428941
1473,-1,-1.0,-0.9565236
1474,-1,-1.0,-0.67413735
1475,-1,1.0,-0.29998508
1476,1,1.0,0.004839916
1477,1,-1.0,0.34936455
1478,1,1.0,0.63822985
1479,1,1.0,0.7932161
1480,1,1.0,0.83236486
1481,1,1.0,0.5283573
1482,1,-1.0,0.23337099
1483,1,-1.0,0.2284193
1484,1,1.0,0.4178798
1485,1,1.0,0.6997651
1486,1,1.0,0.864622
1487,1,1.0,0.839095
1488,1,1.0,0.74430823
1489,1,-1.0,0.55024344
1490,1,1.0,0.39387146
1491,1,-1.0,0.43073857
1492,1,1.0,0.4312609
1493,1,1.0,0.41693375
1494,1,-1.0,0.46368304
1495,1,1.0,0.66237247
1496,1,1.0,0.6553788
1497,1,1.0,0.6050327
1498,1,-1.0,0.6576471
1499,1,1.0,0.74561846
1500,1,1.0,0.88161767
1501,1,1.0,0.8118609
1502,1,1.0,0.7015196
1503,1,-1.0,0.48760727
1504,1,1.0,0.38075686
1505,1,-1.0,0.27647975
1506,1,1.0,0.16291684
1507,1,-1.0,0.12619531
1508,-1,1.0,-0.15285517
1509,-1,-1.0,-0.31268182
1510,-1,-1.0,-0.07443141
1511,1,1.0,0.22915919
1512,1,1.0,0.44732684
1513,1,1.0,0.23017105
1514,1,-1.0,0.08278294
1515,1,-1.0,0.15845776
1516,1,1.0,0.25000802
1517,1,1.0,0.25011295
1518,1,-1.0,0.4062995
1519,1,1.0,0.46816105
1520,1,1.0,0.23613855
1521,-1,-1.0,-0.29713225
1522,-1,-1.0,-0.50650984
1523,-1,-1.0,-0.48783597
1524,-1,1.0,-0.39192134
1525,-1,-1.0,-0.24344805
1526,-1,1.0,-0.10103512
1527,1,-1.0,0.1413052
1528,1,1.0,0.2891114
1529,1,1.0,0.12002364
1530,-1,-1.0,-0.086968556
1531,1,-1.0,0.08252375
1532,1,1.0,0.3251695
1533,1,1.0,0.51285374
1534,1,1.0,0.26564682
1535,1,-1.0,0.057826217
1536,-1,-1.0,-0.040930625
1537,-1,1.0,-0.28741556
1538,-1,-1.0,-0.6540396
1539,-1,-1.0,-0.6715028
1540,-1,-1.0,-0.44135907
1541,1,1.0,0.11971271
1542,1,1.0,0.4829301
1543,1,1.0,0.6069749
1544,1,1.0,0.35032377
1545,-1,-1.0,-0.08980143
1546,-1,-1.0,-0.44197398
1547,-1,-1.0,-0.4341326
1548,-1,1.0,-0.35734293
1549,-1,-1.0,-0.22661205
1550,-1,1.0,-0.41555458
1551,-1,-1.0,-0.6137149
1552,-1,-1.0,-0.8250905
1553,-1,-1.0,-0.8239227
1554,-1,-1.0,-0.58637166
1555,-1,1.0,-0.24535123
1556,-1,1.0,-0.30434948
1557,-1,-1.0,-0.5447156
1558,-1,-1.0,-0.77021396
1559,-1,-1.0,-0.92761964
1560,-1,-1.0,-0.88712263
1561,-1,-1.0,-0.6307956
1562,-1,1.0,-0.21538669
1563,-1,1.0,-0.024721656
1564,1,-1.0,0.11819467
1565,1,1.0,0.15995994
1566,1,-1.0,0.34571698
1567,1,1.0,0.56793875
1568,1,1.0,0.6291028
1569,1,1.0,0.55700237
1570,1,-1.0,0.47434613
1571,1,1.0,0.102810204
1572,-1,-1.0,-0.19369486
1573,-1,-1.0,-0.15358871
1574,-1,1.0,-0.369299
1575,-1,-1.0,-0.49760523
1576,-1,-1.0,-0.44948366
1577,-1,1.0,-0.51764596
1578,-1,-1.0,-0.6781515
1579,-1,-1.0,-0.72006965
1580,-1,-1.0,-0.60247564
1581,-1,1.0,-0.4331702
1582,1,-1.0,0.0040107556
1583,1,1.0,0.35895658
1584,1,1.0,0.703985
1585,1,1.0,0.90500844
1586,1,1.0,0.87438345
1587,1,1.0,0.5364563
1588,-1,-1.0,-0.03185307
1589,-1,-1.0,-0.57655036
1590,-1,-1.0,-0.82700074
1591,-1,-1.0,-0.8424728
1592,-1,-1.0,-0.599779
1593,-1,1.0,-0.27257666
1594,1,1.0,0.0659803
1595,1,-1.0,0.115364194
1596,-1,1.0,-0.09399484
1597,-1,-1.0,-0.5090161
1598,-1,-1.0,-0.6058343
1599,-1,-1.0,-0.38381293
1600,-1,1.0,-0.06239904
1601,-1,1.0,-0.15174063
1602,-1,-1.0,-0.18563667
1603,1,-1.0,0.07527684
1604,1,1.0,0.38707423
1605,1,1.0,0.6260755
1606,1,1.0,0.86017656
1607,1,1.0,0.9362742
1608,1,1.0,0.9164525
1609,1,1.0,0.57684493
1610,-1,-1.0,-0.0025784113
1611,-1,-1.0,-0.3234293
1612,-1,-1.0,-0.37939006
1613,-1,1.0,-0.2823055
1614,-1,-1.0,-0.16197518
1615,-1,1.0,-0.048164807
1616,1,-1.0,0.19818006
1617,1,1.0,0.480127
1618,1,1.0,0.7708527
1619,1,1.0,0.91842335
1620,1,1.0,0.87067306
1621,1,1.0,0.50875795
1622,1,-1.0,0.19787158
1623,1,-1.0,0.050429706
1624,-1,1.0,-0.22839054
1625,-1,-1.0,-0.38197672
1626,-1,-1.0,-0.12433407
1627,1,1.0,0.26365694
1628,1,1.0,0.59449315
1629,1,1.0,0.6753737
1630,1,1.0,0.5894766
1631,1,-1.0,0.4674199
1632,1,1.0,0.3308154
1633,1,-1.0,0.20317933
1634,1,1.0,0.21685974
1635,1,-1.0,0.28251874
1636,1,1.0,0.5408512
1637,1,1.0,0.7796738
1638,1,1.0,0.79583395
1639,1,1.0,0.47573623
1640,1,-1.0,0.1882786
1641,1,-1.0,0.2109087
1642,1,1.0,0.2504836
1643,1,1.0,0.056154218
1644,-1,-1.0,-0.41416454
1645,-1,-1.0,-0.557093
1646,-1,-1.0,-0.51450527
1647,-1,1.0,-0.58556926
1648,-1,-1.0,-0.75124586
1649,-1,-1.0,-0.7350557
1650,-1,-1.0,-0.60653067
1651,-1,1.0,-0.46742198
1652,-1,-1.0,-0.03173296
1653,1,1.0,0.33881333
1654,1,1.0,0.48650286
1655,1,1.0,0.28106663
1656,1,-1.0,0.11853129
1657,-1,-1.0,-0.030083392
1658,-1,1.0,-0.008836132
1659,1,-1.0,0.1456442
1660,1,1.0,0.26333174
1661,1,1.0,0.30267665
1662,1,-1.0,0.266163
1663,-1,1.0,-0.03398406
1664,-1,-1.0,-0.18703108
1665,-1,-1.0,-0.014743794
1666,1,1.0,0.12880644
1667,-1,1.0,-0.068973556
1668,-1,-1.0,-0.20140679
1669,-1,-1.0,-0.18766643
1670,-1,1.0,-0.08861743
1671,-1,-1.0,-0.087996125
1672,1,1.0,0.04439387
1673,1,-1.0,0.21242526
1674,1,1.0,0.33212873
1675,1,1.0,0.13564776
1676,-1,-1.0,-0.27747083
1677,-1,-1.0,-0.52329844
1678,-1,-1.0,-0.25333676
1679,1,1.0,0.2110449
1680,1,1.0,0.55406666
1681,1,1.0,0.6900096
1682,1,1.0,0.571556
1683,1,-1.0,0.47684777
1684,1,1.0,0.13498427
1685,-1,-1.0,-0.45587108
1686,-1,-1.0,-0.5961533
1687,-1,-1.0,-0.5633117
1688,-1,1.0,-0.60892594
1689,-1,-1.0,-0.74833786
1690,-1,-1.0,-0.8917661
1691,-1,-1.0,-0.8649375
1692,-1,-1.0,-0.57085544
1693,-1,1.0,-0.22963944
1694,-1,1.0,-0.26553163
1695,-1,-1.0,-0.5106724
1696,-1,-1.0,-0.7350968
1697,-1,-1.0,-0.91749144
1698,-1,-1.0,-1.0301962
1699,-1,-1.0,-1.1065532
1700,-1,-1.0,-1.0127788
1701,-1,-1.0,-0.8048434
1702,-1,1.0,-0.5910531
1703,-1,-1.0,-0.3696908
1704,-1,1.0,-0.42165264
1705,-1,-1.0,-0.6289294
1706,-1,-1.0,-0.83036244
1707,-1,-1.0,-0.8324492
1708,-1,-1.0,-0.5618578
1709,1,1.0,0.036603283
1710,1,1.0,0.47884473
1711,1,1.0,0.81218696
1712,1,1.0,0.94320524
1713,1,1.0,1.0380456
1714,1,1.0,1.0148201
1715,1,1.0,0.94809043
1716,1,1.0,0.6302525
1717,1,-1.0,0.27741516
1718,1,-1.0,0.101835966
1719,1,1.0,0.045509275
1720,1,-1.0,0.03605259
1721,1,1.0,0.04170506
1722,1,-1.0,0.065189496
1723,1,1.0,0.11258131
1724,1,-1.0,0.06077346
1725,1,1.0,0.11779104
1726,1,-1.0,0.09436299
1727,1,1.0,0.077337295
1728,1,-1.0,0.30165586
1729,1,1.0,0.3830767
1730,1,1.0,0.18733656
1731,-1,-1.0,-0.0540478
1732,-1,-1.0,-0.09278934
1733,-1,1.0,-0.35163194
1734,-1,-1.0,-0.6330752
1735,-1,-1.0,-0.8329866
1736,-1,-1.0,-0.9620541
1737,-1,-1.0,-1.043998
1738,-1,-1.0,-1.0884231
1739,-1,-1.0,-0.99630594
1740,-1,-1.0,-0.68158746
1741,-1,1.0,-0.08554155
1742,1,1.0,0.232391
1743,1,1.0,0.19133653
1744,-1,-1.0,-0.23143832
1745,-1,-1.0,-0.47748718
1746,-1,-1.0,-0.44218096
1747,-1,1.0,-0.52970034
1748,-1,-1.0,-0.558876
1749,-1,-1.0,-0.23759344
