,binary bipolar predictions,ground truths (tx),linear predictions
901,-1,-1.0,-0.99708545
902,-1,-1.0,-1.015277
903,-1,-1.0,-1.0170065
904,-1,-1.0,-1.0339918
905,-1,-1.0,-1.0394834
906,-1,-1.0,-1.0172573
907,1,1.0,0.92863894
908,-1,-1.0,-1.0179595
909,1,1.0,0.98998797
910,1,1.0,0.9654746
911,1,1.0,0.9906765
912,1,1.0,1.0166336
913,-1,-1.0,-0.9862193
914,-1,-1.0,-1.004391
915,1,1.0,0.9897908
916,1,1.0,0.9953133
917,1,1.0,1.0189011
918,-1,-1.0,-0.9938146
919,-1,-1.0,-0.98945963
920,-1,-1.0,-0.9703388
921,1,1.0,0.95832825
922,-1,-1.0,-0.9745755
923,1,1.0,0.99983704
924,-1,-1.0,-0.97555655
925,-1,-1.0,-0.9539966
926,1,1.0,0.9927235
927,1,1.0,1.034415
928,-1,-1.0,-0.9990903
929,1,1.0,0.9946505
930,1,1.0,1.0108024
931,-1,-1.0,-0.95573866
932,-1,-1.0,-0.9555527
933,1,1.0,0.9924164
934,1,1.0,0.9959389
935,1,1.0,1.0020149
936,-1,-1.0,-0.9840951
937,1,1.0,0.9947529
938,1,1.0,1.0124818
939,-1,-1.0,-0.9951573
940,-1,-1.0,-0.99958205
941,-1,-1.0,-1.0105256
942,-1,-1.0,-1.0154724
943,-1,-1.0,-0.99275386
944,1,1.0,0.93591976
945,1,1.0,0.9624022
946,-1,-1.0,-1.0494151
947,1,1.0,0.99504507
948,-1,-1.0,-0.96855223
949,-1,-1.0,-0.93796366
950,1,1.0,1.0037085
951,1,1.0,0.9972286
952,1,1.0,1.0014399
953,-1,-1.0,-1.0222449
954,-1,-1.0,-0.98091674
955,1,1.0,1.0435389
956,-1,-1.0,-1.0300223
957,1,1.0,1.0086743
958,1,1.0,0.9740857
959,1,1.0,0.9982959
960,1,1.0,0.9882122
961,1,1.0,0.98710096
962,1,1.0,0.99605465
963,-1,-1.0,-1.032437
964,1,1.0,0.9943862
965,1,1.0,1.0184875
966,-1,-1.0,-1.0028753
967,-1,-1.0,-1.0065057
968,-1,-1.0,-1.002664
969,-1,-1.0,-0.91080964
970,1,1.0,0.9143244
971,1,1.0,1.0018415
972,-1,-1.0,-1.0247134
973,1,1.0,1.0043792
974,1,1.0,0.9643667
975,1,1.0,0.99229
976,-1,-1.0,-0.9998931
977,1,1.0,0.9905474
978,1,1.0,0.96777135
979,1,1.0,0.99925363
980,-1,-1.0,-0.9879892
981,1,1.0,0.9784795
982,-1,-1.0,-0.9819136
983,-1,-1.0,-0.97157216
984,1,1.0,0.9677807
985,-1,-1.0,-0.96699893
986,1,1.0,0.9992889
987,1,1.0,0.97932625
988,1,1.0,0.9851201
989,1,1.0,0.9871477
990,1,1.0,0.985873
991,1,1.0,0.9826598
992,1,1.0,0.99007344
993,1,1.0,1.0352873
994,-1,-1.0,-1.0184695
995,-1,-1.0,-0.9953722
996,-1,-1.0,-0.96710026
997,1,1.0,1.0220026
998,1,1.0,1.0095654
999,-1,-1.0,-0.95816517
1000,-1,-1.0,-0.9644984
1001,1,1.0,1.0274512
1002,1,1.0,0.9984071
1003,-1,-1.0,-0.9934848
1004,-1,-1.0,-0.9956646
1005,-1,-1.0,-0.9662269
1006,1,1.0,1.0427028
1007,1,1.0,1.0068489
1008,-1,-1.0,-0.99698967
1009,1,1.0,1.1330544
1010,-1,-1.0,-0.21574205
1011,1,1.0,0.98719275
1012,-1,-1.0,-0.96926564
1013,-1,-1.0,-0.97246134
1014,1,1.0,0.9692712
1015,-1,-1.0,-0.97781575
1016,1,1.0,1.0150803
1017,1,1.0,1.0289493
1018,-1,-1.0,-0.9863486
1019,-1,-1.0,-0.95524883
1020,1,1.0,0.9993137
1021,1,1.0,0.9951149
1022,-1,-1.0,-0.98936546
1023,1,1.0,1.0018557
1024,1,1.0,0.96762574
1025,1,1.0,1.0126351
1026,-1,-1.0,-1.000637
1027,-1,-1.0,-0.9848767
1028,1,1.0,0.9659691
1029,-1,-1.0,-0.97879493
1030,-1,-1.0,-0.98186845
1031,1,1.0,0.93573844
1032,-1,-1.0,-0.98464495
1033,-1,-1.0,-0.9822077
1034,1,1.0,0.96766734
1035,-1,-1.0,-0.93213534
1036,1,1.0,1.0143263
1037,-1,-1.0,-0.9699172
1038,-1,-1.0,-0.96725756
1039,1,1.0,0.9812842
1040,-1,-1.0,-0.97461075
1041,-1,-1.0,-0.98010457
1042,1,1.0,0.9697688
1043,-1,-1.0,-0.97690654
1044,-1,-1.0,-0.97854
1045,1,1.0,0.96300054
1046,-1,-1.0,-0.91208965
1047,1,1.0,0.99740136
1048,-1,-1.0,-0.97415406
1049,-1,-1.0,-0.9676366
1050,1,1.0,0.98381436
1051,-1,-1.0,-0.9795516
1052,1,1.0,1.3809586
1053,-1,-1.0,-0.97370565
1054,1,1.0,1.0092511
1055,1,1.0,1.0020815
1056,-1,-1.0,-0.95390695
1057,1,1.0,1.0102654
1058,-1,-1.0,-0.9957721
1059,-1,-1.0,-1.0071608
1060,-1,-1.0,-1.0127498
1061,-1,-1.0,-0.9820427
1062,1,1.0,0.9489583
1063,1,1.0,0.95391876
1064,1,1.0,0.9873559
1065,1,1.0,0.9945272
1066,1,1.0,0.97862303
1067,1,1.0,0.97374856
1068,1,1.0,0.9969001
1069,-1,-1.0,-1.0018212
1070,-1,-1.0,-1.0079287
1071,-1,-1.0,-1.0060189
1072,-1,-1.0,-0.9726349
1073,1,1.0,0.9544352
1074,1,1.0,0.9922201
1075,-1,-1.0,-1.0090687
1076,-1,-1.0,-0.98875725
1077,-1,-1.0,-0.9637305
1078,1,1.0,0.94344056
1079,1,1.0,0.9917168
1080,1,1.0,0.9868627
1081,1,1.0,0.99575853
1082,1,1.0,0.9876681
1083,1,1.0,0.98117816
1084,1,1.0,1.0104177
1085,-1,-1.0,-1.0578178
1086,1,1.0,0.9878014
1087,1,1.0,0.9933289
1088,-1,-1.0,-0.9248857
1089,-1,-1.0,-0.98022056
1090,1,1.0,1.0261334
1091,-1,-1.0,-1.0197532
1092,1,1.0,0.997913
1093,-1,-1.0,-0.9746684
1094,-1,-1.0,-0.9619804
1095,1,1.0,1.0025996
1096,1,1.0,1.0201665
1097,-1,-1.0,-0.9496258
1098,-1,-1.0,-0.9494946
1099,1,1.0,0.9922
1100,1,1.0,0.97875506
1101,1,1.0,0.99429214
1102,1,1.0,0.9989542
1103,-1,-1.0,-0.9791287
1104,1,1.0,0.95291615
1105,-1,-1.0,-0.9962899
1106,-1,-1.0,-1.006226
1107,-1,-1.0,-1.0128309
1108,-1,-1.0,-1.0227543
1109,-1,-1.0,-0.9983183
1110,1,1.0,0.945408
1111,1,1.0,0.9417316
1112,1,1.0,0.98480695
1113,1,1.0,1.0014483
1114,1,1.0,1.0342449
1115,-1,-1.0,-0.9993226
1116,-1,-1.0,-0.98950505
1117,1,1.0,0.996055
1118,-1,-1.0,-0.9743396
1119,-1,-1.0,-0.9576224
1120,1,1.0,0.99408567
1121,1,1.0,0.9810306
1122,1,1.0,1.0069724
1123,-1,-1.0,-0.9978602
1124,1,1.0,0.99317586
1125,1,1.0,0.9962778
1126,-1,-1.0,-1.006433
1127,1,1.0,0.9885689
1128,-1,-1.0,-0.9915394
1129,-1,-1.0,-0.9976357
1130,-1,-1.0,-0.97306657
1131,1,1.0,0.97323227
1132,1,1.0,0.9852037
1133,-1,-1.0,-0.99805707
1134,1,1.0,1.1032472
1135,-1,-1.0,-0.9887861
1136,1,1.0,0.9943001
1137,1,1.0,0.96780795
1138,1,1.0,0.9950534
1139,1,1.0,0.9988513
1140,-1,-1.0,-1.0221885
1141,1,1.0,1.0011116
1142,1,1.0,1.0037801
1143,-1,-1.0,-1.0001626
1144,-1,-1.0,-0.99021506
1145,-1,-1.0,-0.9640215
1146,1,1.0,0.9859932
1147,1,1.0,1.0425707
1148,-1,-1.0,-0.9942265
1149,-1,-1.0,-0.97042185
1150,1,1.0,0.97848773
1151,1,1.0,1.0265874
1152,-1,-1.0,-0.96523046
1153,-1,-1.0,-0.97613657
1154,1,1.0,1.0042816
1155,-1,-1.0,-0.9845154
1156,1,1.0,1.0284752
1157,1,1.0,1.0071002
1158,-1,-1.0,-0.9495444
1159,-1,-1.0,-0.982083
1160,1,1.0,0.9870671
1161,1,1.0,0.9924125
1162,1,1.0,0.9962685
1163,-1,-1.0,-0.9787212
1164,1,1.0,1.0061486
1165,1,1.0,0.99824965
1166,-1,-1.0,-0.949608
1167,-1,-1.0,-0.9755833
1168,1,1.0,0.99788296
1169,1,1.0,0.9967034
1170,1,1.0,1.0129316
1171,-1,-1.0,-1.0071392
1172,1,1.0,0.9843904
1173,-1,-1.0,-0.9805782
1174,-1,-1.0,-0.9371822
1175,1,1.0,1.0391022
1176,1,1.0,1.0039709
1177,-1,-1.0,-0.9956479
1178,-1,-1.0,-0.9945046
1179,-1,-1.0,-0.9735246
1180,1,1.0,0.9650769
1181,-1,-1.0,-0.99004084
1182,-1,-1.0,-0.9896854
1183,1,1.0,0.9288809
1184,-1,-1.0,-0.9923032
1185,-1,-1.0,-1.0169169
1186,-1,-1.0,-0.9818416
1187,1,1.0,1.0352135
1188,1,1.0,0.98849463
1189,-1,-1.0,-0.98760045
1190,1,1.0,0.9437533
1191,-1,-1.0,-0.97107404
1192,-1,-1.0,-0.9611222
1193,1,1.0,0.9999156
1194,-1,-1.0,-0.98921776
1195,-1,-1.0,-1.0250782
1196,-1,-1.0,-1.0290277
1197,-1,-1.0,-1.0330106
1198,-1,-1.0,-1.0413584
1199,-1,-1.0,-1.0475959
1200,-1,-1.0,-1.0441035
1201,-1,-1.0,-1.0131532
1202,1,1.0,0.92914176
1203,-1,-1.0,-1.0093765
1204,-1,-1.0,-1.0395422
1205,-1,-1.0,-1.014147
1206,-1,-1.0,-0.9812801
1207,1,1.0,1.0400378
1208,1,1.0,0.96075904
1209,-1,-1.0,-1.0045016
1210,-1,-1.0,-1.0086414
1211,-1,-1.0,-1.0009007
1212,-1,-1.0,-1.0081149
1213,-1,-1.0,-0.99065894
1214,1,1.0,0.95729315
1215,-1,-1.0,-0.99799013
1216,-1,-1.0,-0.996516
1217,1,1.0,0.96812177
1218,-1,-1.0,-0.9873759
1219,-1,-1.0,-1.0205244
1220,-1,-1.0,-1.0273887
1221,-1,-1.0,-1.029466
1222,-1,-1.0,-1.0316312
1223,-1,-1.0,-1.0453739
1224,-1,-1.0,-1.0441743
1225,-1,-1.0,-1.0032369
1226,1,1.0,0.943954
1227,1,1.0,0.9614456
1228,-1,-1.0,-1.0129412
1229,-1,-1.0,-0.98141074
1230,-1,-1.0,-0.9618345
1231,1,1.0,1.0081269
1232,-1,-1.0,-0.94053125
1233,1,1.0,0.99442494
1234,-1,-1.0,-0.97401935
1235,-1,-1.0,-0.96992636
1236,1,1.0,0.99587786
1237,-1,-1.0,-0.98619246
1238,-1,-1.0,-1.0171012
1239,-1,-1.0,-0.99044144
1240,1,1.0,0.98076487
1241,-1,-1.0,-0.96188253
1242,1,1.0,0.9988183
1243,1,1.0,0.9804225
1244,1,1.0,0.9967191
1245,-1,-1.0,-1.0801494
1246,1,1.0,0.9817897
1247,1,1.0,0.9994768
1248,-1,-1.0,-0.99303144
1249,-1,-1.0,-0.9864881
1250,-1,-1.0,-0.9699672
1251,1,1.0,0.9604735
1252,-1,-1.0,-1.0538442
1253,-1,-1.0,-1.0384926
1254,-1,-1.0,-1.0275172
1255,-1,-1.0,-1.0224503
1256,-1,-1.0,-0.9924497
1257,1,1.0,0.94473666
1258,1,1.0,0.9626793
1259,1,1.0,1.0276068
1260,-1,-1.0,-1.0110146
1261,-1,-1.0,-0.9688133
1262,1,1.0,1.031844
1263,-1,-1.0,-1.0027199
1264,-1,-1.0,-1.0270513
1265,-1,-1.0,-1.014459
1266,-1,-1.0,-0.99060893
1267,1,1.0,0.99131095
1268,-1,-1.0,-0.9986684
1269,-1,-1.0,-0.9897418
1270,1,1.0,0.9673831
1271,-1,-1.0,-0.9760632
1272,-1,-1.0,-0.9753218
1273,1,1.0,0.9499234
1274,-1,-1.0,-0.9670701
1275,1,1.0,1.0143579
1276,1,1.0,0.97946
1277,1,1.0,0.99956596
1278,-1,-1.0,-0.99426115
1279,-1,-1.0,-0.97511953
1280,1,1.0,0.9905075
1281,-1,-1.0,-0.97112596
1282,-1,-1.0,-0.9763324
1283,1,1.0,0.95335895
1284,-1,-1.0,-0.9947407
1285,-1,-1.0,-1.007483
1286,-1,-1.0,-0.98631287
1287,1,1.0,1.0127605
1288,-1,-1.0,-0.942099
1289,1,1.0,0.9976034
1290,1,1.0,0.974005
1291,1,1.0,1.0001938
1292,-1,-1.0,-0.97567856
1293,1,1.0,1.0117105
1294,-1,-1.0,-0.9738796
1295,-1,-1.0,-0.9530551
1296,1,1.0,0.989774
1297,1,1.0,1.0184826
1298,-1,-1.0,-0.9879327
1299,-1,-1.0,-1.0092252
1300,-1,-1.0,-1.0149928
1301,-1,-1.0,-1.016612
1302,-1,-1.0,-1.0427707
1303,-1,-1.0,-1.0383489
1304,-1,-1.0,-1.0272425
1305,1,1.0,0.95854414
1306,1,1.0,0.952594
1307,1,1.0,0.9804904
1308,1,1.0,0.9918542
1309,-1,-1.0,-1.0209526
1310,1,1.0,1.0961977
1311,1,1.0,1.0834345
1312,-1,-1.0,-0.5750855
1313,1,1.0,0.99355996
1314,1,1.0,1.037952
1315,-1,-1.0,-0.95070636
1316,1,1.0,0.99269366
1317,1,1.0,0.98171246
1318,1,1.0,1.0106623
1319,-1,-1.0,-0.9984531
1320,-1,-1.0,-0.98844993
1321,-1,-1.0,-0.9653991
1322,1,1.0,0.990074
1323,1,1.0,0.9870999
1324,1,1.0,1.0085179
1325,-1,-1.0,-0.98921216
1326,-1,-1.0,-0.9724233
1327,1,1.0,0.9894003
1328,-1,-1.0,-0.99037576
1329,-1,-1.0,-1.0278442
1330,-1,-1.0,-1.0184703
1331,-1,-1.0,-0.9782977
1332,1,1.0,0.9382818
1333,1,1.0,0.9427709
1334,1,1.0,0.9966072
1335,1,1.0,1.0175515
1336,-1,-1.0,-1.0027633
1337,-1,-1.0,-0.9815587
1338,-1,-1.0,-0.972652
1339,1,1.0,1.0398289
1340,1,1.0,1.0011071
1341,-1,-1.0,-0.9952595
1342,-1,-1.0,-1.0107747
1343,-1,-1.0,-1.0015621
1344,-1,-1.0,-0.97362214
1345,1,1.0,1.0314482
1346,1,1.0,0.96753585
1347,1,1.0,1.0266162
1348,-1,-1.0,-1.049821
1349,1,1.0,1.0933666
1350,-1,-1.0,-1.0556217
1351,1,1.0,1.007492
1352,1,1.0,0.98138285
1353,1,1.0,0.99650776
1354,-1,-1.0,-0.9837859
1355,-1,-1.0,-0.9971044
1356,1,1.0,0.9981911
1357,1,1.0,0.99451995
1358,1,1.0,1.0022093
1359,-1,-1.0,-1.026745
1360,1,1.0,0.9920586
1361,-1,-1.0,-0.64242315
1362,1,1.0,0.9685475
1363,-1,-1.0,-0.9900267
1364,-1,-1.0,-1.0103657
1365,-1,-1.0,-1.0100021
1366,-1,-1.0,-0.98526865
1367,1,1.0,0.9753387
1368,1,1.0,0.96406865
1369,1,1.0,0.98174936
1370,1,1.0,0.99862623
1371,1,1.0,0.98470706
1372,1,1.0,0.9746761
1373,1,1.0,0.98686993
1374,-1,-1.0,-1.0035683
1375,-1,-1.0,-0.99393034
1376,-1,-1.0,-0.9733973
1377,1,1.0,0.9529184
1378,-1,-1.0,-1.0048404
1379,-1,-1.0,-1.0385917
1380,-1,-1.0,-0.9997091
1381,1,1.0,0.94172484
1382,-1,-1.0,-1.007285
1383,-1,-1.0,-1.0294677
1384,-1,-1.0,-0.9911473
1385,1,1.0,0.94503295
1386,-1,-1.0,-1.013767
1387,1,1.0,1.0204543
1388,1,1.0,0.97785187
1389,1,1.0,0.9925936
1390,-1,-1.0,-1.0744307
1391,1,1.0,1.0039952
1392,1,1.0,0.96467566
1393,1,1.0,0.99187934
1394,-1,-1.0,-0.9901496
1395,-1,-1.0,-0.984357
1396,1,1.0,1.033752
1397,-1,-1.0,-1.0190487
1398,1,1.0,1.0000165
1399,-1,-1.0,-0.985157
1400,-1,-1.0,-1.0020559
1401,-1,-1.0,-0.975881
1402,1,1.0,1.0004425
1403,1,1.0,0.98422015
1404,-1,-1.0,-1.0367414
1405,1,1.0,0.63514876
1406,1,1.0,0.97855544
1407,-1,-1.0,-0.9872211
1408,-1,-1.0,-0.99558485
1409,-1,-1.0,-1.0035852
1410,-1,-1.0,-0.96935135
1411,1,1.0,0.95186204
1412,1,1.0,0.98087347
1413,-1,-1.0,-1.0057884
1414,-1,-1.0,-1.0084624
1415,-1,-1.0,-0.9999672
1416,-1,-1.0,-0.96985596
1417,1,1.0,0.9751458
1418,1,1.0,0.984341
1419,-1,-1.0,-1.0162438
1420,1,1.0,1.0051135
1421,1,1.0,0.96344304
1422,1,1.0,0.9939281
1423,-1,-1.0,-0.965172
1424,-1,-1.0,-0.9603036
1425,1,1.0,1.0642391
1426,1,1.0,1.0087554
1427,-1,-1.0,-0.9603471
1428,1,1.0,0.9789134
1429,-1,-1.0,-0.9917518
1430,-1,-1.0,-0.993587
1431,-1,-1.0,-0.9736096
1432,1,1.0,1.0271848
1433,1,1.0,0.9918132
1434,-1,-1.0,-1.0411628
1435,1,1.0,0.99830306
1436,1,1.0,0.9741794
1437,1,1.0,0.9956467
1438,-1,-1.0,-1.0098637
1439,1,1.0,0.9794686
1440,-1,-1.0,-1.0221003
1441,-1,-1.0,-0.98884773
1442,-1,-1.0,-0.97359097
1443,1,1.0,1.0489819
1444,1,1.0,0.9693471
1445,-1,-1.0,-0.99593365
1446,-1,-1.0,-1.0084354
1447,-1,-1.0,-1.0129324
1448,-1,-1.0,-1.0054866
1449,-1,-1.0,-0.98355293
1450,1,1.0,0.96736944
1451,1,1.0,0.95521235
1452,-1,-1.0,-1.0068008
1453,-1,-1.0,-0.9762642
1454,1,1.0,0.97308564
1455,-1,-1.0,-0.9848605
1456,-1,-1.0,-1.0163059
1457,-1,-1.0,-1.0250913
1458,-1,-1.0,-1.0209725
1459,-1,-1.0,-1.0005412
1460,1,1.0,0.9595672
1461,-1,-1.0,-1.0041735
1462,-1,-1.0,-0.9984534
1463,1,1.0,0.9960935
1464,1,1.0,1.0152377
1465,-1,-1.0,-0.95450586
1466,1,1.0,1.0034329
1467,1,1.0,1.0147996
1468,-1,-1.0,-0.989745
1469,-1,-1.0,-0.994434
1470,-1,-1.0,-1.0071679
1471,-1,-1.0,-1.0243512
1472,-1,-1.0,-1.0354809
1473,-1,-1.0,-1.0509726
1474,1,1.0,0.94229233
1475,1,1.0,1.0173576
1476,-1,-1.0,-0.98258936
1477,1,1.0,0.9819213
1478,1,1.0,0.9583015
1479,1,1.0,0.98196244
1480,1,1.0,0.99126667
1481,-1,-1.0,-0.9873172
1482,-1,-1.0,-1.0296788
1483,1,1.0,1.0085753
1484,1,1.0,0.9924426
1485,1,1.0,0.9959147
1486,1,1.0,1.013577
1487,1,1.0,0.98842347
1488,-1,-1.0,-0.9613683
1489,1,1.0,1.2428781
1490,-1,-1.0,-1.0295812
1491,1,1.0,1.0134225
1492,1,1.0,1.01306
1493,-1,-1.0,-0.93184245
1494,1,1.0,0.997046
1495,1,1.0,0.9755597
1496,1,1.0,0.9952767
1497,-1,-1.0,-1.1350161
1498,1,1.0,0.98313475
1499,1,1.0,0.9676285
1500,1,1.0,0.99377286
1501,1,1.0,0.9953574
1502,-1,-1.0,-1.0107251
1503,1,1.0,1.1268122
1504,1,-1.0,0.21409327
1505,1,1.0,0.34745014
1506,-1,-1.0,-0.24914625
1507,1,1.0,1.0066595
1508,-1,-1.0,-0.9670418
1509,-1,-1.0,-0.9754562
1510,1,1.0,0.9999211
1511,1,1.0,0.9946207
1512,1,1.0,1.0025195
1513,-1,-1.0,-1.0185336
1514,-1,-1.0,-0.97769755
1515,1,1.0,1.0223954
1516,1,1.0,0.9957408
1517,-1,-1.0,-0.9930805
1518,1,1.0,1.0050496
1519,1,1.0,1.0127045
1520,-1,-1.0,-0.99361074
1521,-1,-1.0,-0.98884463
1522,-1,-1.0,-0.97066784
1523,1,1.0,0.9712925
1524,-1,-1.0,-0.9529937
1525,1,1.0,1.3107444
1526,-1,-1.0,-1.0145077
1527,1,1.0,1.013342
1528,1,1.0,1.0192711
1529,-1,-1.0,-0.96324897
1530,-1,-1.0,-0.9738799
1531,1,1.0,0.99989986
1532,1,1.0,0.99697316
1533,1,1.0,1.0010146
1534,-1,-1.0,-0.9991583
1535,-1,-1.0,-0.9777781
1536,1,1.0,0.9649258
1537,-1,-1.0,-0.98635185
1538,-1,-1.0,-1.0217704
1539,-1,-1.0,-0.9833586
1540,1,1.0,0.94270706
1541,1,1.0,0.96026087
1542,1,1.0,1.0036353
1543,1,1.0,1.0394375
1544,-1,-1.0,-0.9968738
1545,-1,-1.0,-0.98327816
1546,-1,-1.0,-0.96762764
1547,1,1.0,0.96288633
1548,-1,-1.0,-0.9844297
1549,1,1.0,1.0209848
1550,-1,-1.0,-0.9877534
1551,-1,-1.0,-1.0071827
1552,-1,-1.0,-1.0129856
1553,-1,-1.0,-0.98306465
1554,1,1.0,0.9709007
1555,1,1.0,0.9676175
1556,-1,-1.0,-1.0111073
1557,-1,-1.0,-1.0043838
1558,-1,-1.0,-1.010414
1559,-1,-1.0,-1.0136157
1560,-1,-1.0,-1.0010122
1561,1,1.0,0.91980135
1562,1,1.0,0.9773831
1563,-1,-1.0,-1.0401157
1564,1,1.0,1.103851
1565,-1,-1.0,-0.8906006
1566,1,1.0,0.98746836
1567,1,1.0,0.9689233
1568,1,1.0,0.99269795
1569,-1,-1.0,-1.0745286
1570,1,1.0,0.97896385
1571,-1,-1.0,-0.9826044
1572,-1,-1.0,-0.9656343
1573,1,1.0,1.0041757
1574,-1,-1.0,-0.9779359
1575,-1,-1.0,-0.986566
1576,1,1.0,0.9212258
1577,-1,-1.0,-0.98892516
1578,-1,-1.0,-1.0152143
1579,-1,-1.0,-0.99122345
1580,1,1.0,1.0072778
1581,-1,-1.0,-0.92063075
1582,1,1.0,0.98976576
1583,1,1.0,0.9731553
1584,1,1.0,0.98525774
1585,1,1.0,0.9901625
1586,1,1.0,1.0274637
1587,-1,-1.0,-1.015249
1588,-1,-1.0,-1.0015757
1589,-1,-1.0,-1.0140067
1590,-1,-1.0,-1.0081933
1591,-1,-1.0,-0.9917127
1592,1,1.0,0.89016527
1593,1,1.0,0.9846676
1594,-1,-1.0,-1.0083741
1595,1,1.0,1.0137624
1596,-1,-1.0,-0.9788306
1597,-1,-1.0,-0.9806342
1598,-1,-1.0,-0.96461666
1599,1,1.0,1.0135542
1600,1,1.0,0.98817873
1601,-1,-1.0,-1.0023067
1602,-1,-1.0,-0.98457664
1603,1,1.0,0.9912312
1604,1,1.0,0.9815856
1605,1,1.0,0.98122114
1606,1,1.0,0.9903493
1607,1,1.0,0.9915815
1608,1,1.0,0.9937198
1609,-1,-1.0,-1.0807246
1610,-1,-1.0,-0.99187195
1611,-1,-1.0,-1.006589
1612,1,1.0,0.9832394
1613,-1,-1.0,-1.0173529
1614,1,1.0,0.9251832
1615,-1,-1.0,-0.9943158
1616,1,1.0,1.0101019
1617,1,1.0,0.9702974
1618,1,1.0,0.9877397
1619,1,1.0,0.9994508
1620,1,1.0,1.0268128
1621,-1,-1.0,-0.97281766
1622,-1,-1.0,-0.9880549
1623,1,1.0,0.96848774
1624,-1,-1.0,-0.9688791
1625,-1,-1.0,-0.98277813
1626,1,1.0,1.0037371
1627,1,1.0,0.9838611
1628,1,1.0,1.002277
1629,1,1.0,1.0017006
1630,-1,-1.0,-0.97684157
1631,1,1.0,0.8503854
1632,-1,-1.0,-0.8245138
1633,1,1.0,0.11065957
1634,-1,-1.0,-0.247744
1635,1,1.0,0.9981955
1636,1,1.0,0.97319174
1637,1,1.0,0.99767697
1638,1,1.0,1.0154822
1639,-1,-1.0,-0.98538244
1640,-1,-1.0,-0.97536504
1641,1,1.0,1.0303413
1642,1,1.0,1.0222424
1643,-1,-1.0,-0.9885024
1644,-1,-1.0,-0.9943814
1645,-1,-1.0,-0.9765638
1646,1,1.0,0.9403772
1647,-1,-1.0,-1.0030655
1648,-1,-1.0,-1.0258447
1649,-1,-1.0,-0.99404645
1650,1,1.0,0.9819987
1651,-1,-1.0,-0.9899645
1652,1,1.0,1.0029811
1653,1,1.0,0.98110723
1654,1,1.0,1.0125955
1655,-1,-1.0,-1.0047605
1656,-1,-1.0,-0.9813429
1657,1,1.0,1.0302595
1658,-1,-1.0,-1.0419456
1659,1,1.0,1.0221006
1660,1,1.0,1.0052204
1661,-1,-1.0,-0.92666936
1662,1,1.0,0.97853684
1663,-1,-1.0,-0.9739589
1664,-1,-1.0,-0.9361018
1665,1,1.0,1.0332944
1666,1,1.0,0.9833591
1667,-1,-1.0,-0.95886636
1668,-1,-1.0,-0.97051364
1669,1,1.0,1.0507873
1670,-1,-1.0,-0.9061825
1671,1,1.0,0.859086
1672,-1,-1.0,-0.9725535
1673,1,1.0,1.0125778
1674,1,1.0,1.02556
1675,-1,-1.0,-0.9879614
1676,-1,-1.0,-0.9819336
1677,-1,-1.0,-0.96250004
1678,1,1.0,0.9732168
1679,1,1.0,0.9854076
1680,1,1.0,0.99740124
1681,1,1.0,1.0118185
1682,-1,-1.0,-0.97693276
1683,1,1.0,1.0132096
1684,-1,-1.0,-1.003509
1685,-1,-1.0,-0.9938121
1686,-1,-1.0,-0.98024577
1687,1,1.0,0.9207556
1688,-1,-1.0,-1.0061063
1689,-1,-1.0,-1.0301118
1690,-1,-1.0,-1.0228447
1691,-1,-1.0,-0.98388916
1692,1,1.0,0.9485775
1693,1,1.0,0.9851757
1694,-1,-1.0,-1.0116502
1695,-1,-1.0,-0.9963875
1696,-1,-1.0,-1.0073605
1697,-1,-1.0,-1.0259384
1698,-1,-1.0,-1.0350229
1699,-1,-1.0,-1.0341039
1700,-1,-1.0,-1.0153842
1701,1,1.0,0.904027
1702,-1,-1.0,-0.9939522
1703,1,1.0,0.973294
1704,-1,-1.0,-0.98155665
1705,-1,-1.0,-1.004706
1706,-1,-1.0,-1.0085634
1707,-1,-1.0,-0.97522867
1708,1,1.0,0.98628354
1709,1,1.0,0.9571266
1710,1,1.0,0.9837824
1711,1,1.0,0.994231
1712,1,1.0,0.982779
1713,1,1.0,0.9677688
1714,1,1.0,0.9865668
1715,1,1.0,1.0239745
1716,-1,-1.0,-0.4785403
1717,-1,-1.0,-1.0028937
1718,1,1.0,0.93847156
1719,-1,-1.0,-0.931362
1720,1,1.0,0.1957294
1721,-1,-1.0,-0.68153405
1722,-1,1.0,-0.3843354
1723,1,-1.0,0.07126145
1724,1,1.0,0.04915324
1725,1,-1.0,0.3775475
1726,-1,1.0,-0.13583028
1727,-1,-1.0,-0.9423276
1728,1,1.0,1.0073797
1729,1,1.0,1.0150577
1730,-1,-1.0,-0.95500416
1731,-1,-1.0,-0.9758848
1732,1,1.0,0.975576
1733,-1,-1.0,-0.98350996
1734,-1,-1.0,-1.0211098
1735,-1,-1.0,-1.0263277
1736,-1,-1.0,-1.030232
1737,-1,-1.0,-1.039235
1738,-1,-1.0,-1.0359477
1739,-1,-1.0,-1.0033575
1740,1,1.0,0.9384477
1741,1,1.0,0.96267974
1742,1,1.0,1.0349665
1743,-1,-1.0,-0.9851078
1744,-1,-1.0,-0.98320174
1745,-1,-1.0,-0.9579795
1746,1,1.0,0.9815289
1747,-1,-1.0,-0.9806607
1748,-1,-1.0,-0.97659874
1749,1,1.0,0.98304343
1750,1,1.0,0.9922263
1751,-1,-1.0,-1.0294725
1752,1,1.0,1.0095505
1753,1,1.0,0.9556655
1754,1,1.0,0.9845644
